hour,PL,PL pomorskie,PL zachodniopomorskie,DE,LT,SE
2013-01-03 19:00:00,0.95,0.95,0.95,0.861,0.95,0.748
2013-01-03 20:00:00,0.95,0.95,0.95,0.822,0.95,0.76
2013-01-03 21:00:00,0.95,0.95,0.95,0.713,0.95,0.784
2013-01-03 22:00:00,0.95,0.95,0.95,0.605,0.95,0.838
2013-01-03 23:00:00,0.95,0.95,0.95,0.595,0.95,0.905
2013-01-04 00:00:00,0.95,0.95,0.95,0.62,0.95,0.927
2013-01-04 01:00:00,0.95,0.95,0.95,0.749,0.947,0.94
2013-01-04 02:00:00,0.95,0.95,0.95,0.772,0.948,0.944
2013-01-04 03:00:00,0.95,0.95,0.95,0.827,0.95,0.943
2013-01-04 04:00:00,0.949,0.949,0.949,0.854,0.948,0.941
2013-01-04 05:00:00,0.949,0.949,0.949,0.893,0.936,0.937
2013-01-04 06:00:00,0.949,0.949,0.949,0.91,0.938,0.935
2013-01-04 07:00:00,0.949,0.949,0.949,0.923,0.943,0.939
2013-01-04 08:00:00,0.95,0.95,0.95,0.926,0.948,0.932
2013-01-04 09:00:00,0.946,0.946,0.946,0.931,0.948,0.924
2013-01-04 10:00:00,0.935,0.935,0.935,0.937,0.942,0.881
2013-01-04 11:00:00,0.92,0.92,0.92,0.916,0.909,0.832
2013-01-04 12:00:00,0.896,0.896,0.896,0.931,0.866,0.833
2013-01-04 13:00:00,0.879,0.879,0.879,0.94,0.869,0.85
2013-01-04 14:00:00,0.913,0.913,0.913,0.942,0.894,0.888
2013-01-04 15:00:00,0.928,0.928,0.928,0.945,0.89,0.871
2013-01-04 16:00:00,0.87,0.87,0.87,0.944,0.888,0.775
2013-01-04 17:00:00,0.733,0.733,0.733,0.945,0.827,0.703
2013-01-04 18:00:00,0.698,0.698,0.698,0.94,0.757,0.718
2013-01-04 19:00:00,0.709,0.709,0.709,0.927,0.745,0.7
2013-01-04 20:00:00,0.674,0.674,0.674,0.918,0.703,0.633
2013-01-04 21:00:00,0.656,0.656,0.656,0.915,0.714,0.585
2013-01-04 22:00:00,0.692,0.692,0.692,0.921,0.796,0.565
2013-01-04 23:00:00,0.764,0.764,0.764,0.915,0.889,0.545
2013-01-05 00:00:00,0.836,0.836,0.836,0.893,0.943,0.563
2013-01-05 01:00:00,0.885,0.885,0.885,0.858,0.95,0.605
2013-01-05 02:00:00,0.918,0.918,0.918,0.84,0.95,0.621
2013-01-05 03:00:00,0.913,0.913,0.913,0.814,0.95,0.585
2013-01-05 04:00:00,0.924,0.924,0.924,0.783,0.95,0.566
2013-01-05 05:00:00,0.928,0.928,0.928,0.712,0.95,0.546
2013-01-05 06:00:00,0.912,0.912,0.912,0.604,0.95,0.511
2013-01-05 07:00:00,0.882,0.882,0.882,0.463,0.95,0.469
2013-01-05 08:00:00,0.845,0.845,0.845,0.355,0.95,0.408
2013-01-05 09:00:00,0.813,0.813,0.813,0.298,0.95,0.351
2013-01-05 10:00:00,0.731,0.731,0.731,0.248,0.95,0.285
2013-01-05 11:00:00,0.572,0.572,0.572,0.229,0.931,0.215
2013-01-05 12:00:00,0.443,0.443,0.443,0.223,0.864,0.148
2013-01-05 13:00:00,0.359,0.359,0.359,0.212,0.805,0.119
2013-01-05 14:00:00,0.32,0.32,0.32,0.199,0.744,0.112
2013-01-05 15:00:00,0.295,0.295,0.295,0.196,0.706,0.105
2013-01-05 16:00:00,0.281,0.281,0.281,0.197,0.716,0.101
2013-01-05 17:00:00,0.29,0.29,0.29,0.18,0.696,0.099
2013-01-05 18:00:00,0.244,0.244,0.244,0.13,0.56,0.079
2013-01-05 19:00:00,0.173,0.173,0.173,0.093,0.378,0.05
2013-01-05 20:00:00,0.111,0.111,0.111,0.139,0.252,0.028
2013-01-05 21:00:00,0.083,0.083,0.083,0.26,0.164,0.022
2013-01-05 22:00:00,0.05,0.05,0.05,0.396,0.136,0.017
2013-01-05 23:00:00,0.022,0.022,0.022,0.298,0.113,0.014
2013-01-06 00:00:00,0.054,0.054,0.054,0.333,0.114,0.035
2013-01-06 01:00:00,0.088,0.088,0.088,0.393,0.146,0.053
2013-01-06 02:00:00,0.102,0.102,0.102,0.546,0.167,0.073
2013-01-06 03:00:00,0.125,0.125,0.125,0.676,0.166,0.093
2013-01-06 04:00:00,0.149,0.149,0.149,0.638,0.169,0.091
2013-01-06 05:00:00,0.168,0.168,0.168,0.686,0.158,0.093
2013-01-06 06:00:00,0.177,0.177,0.177,0.746,0.136,0.091
2013-01-06 07:00:00,0.136,0.136,0.136,0.757,0.112,0.065
2013-01-06 08:00:00,0.072,0.072,0.072,0.764,0.097,0.058
2013-01-06 09:00:00,0.038,0.038,0.038,0.81,0.109,0.042
2013-01-06 10:00:00,0.025,0.025,0.025,0.837,0.134,0.038
2013-01-06 11:00:00,0.029,0.029,0.029,0.851,0.121,0.031
2013-01-06 12:00:00,0.066,0.066,0.066,0.836,0.133,0.049
2013-01-06 13:00:00,0.14,0.14,0.14,0.808,0.194,0.085
2013-01-06 14:00:00,0.198,0.198,0.198,0.755,0.33,0.125
2013-01-06 15:00:00,0.265,0.265,0.265,0.69,0.393,0.143
2013-01-06 16:00:00,0.317,0.317,0.317,0.647,0.417,0.15
2013-01-06 17:00:00,0.347,0.347,0.347,0.626,0.457,0.157
2013-01-06 18:00:00,0.33,0.33,0.33,0.619,0.484,0.156
2013-01-06 19:00:00,0.284,0.284,0.284,0.556,0.44,0.146
2013-01-06 20:00:00,0.256,0.256,0.256,0.377,0.345,0.158
2013-01-06 21:00:00,0.258,0.258,0.258,0.212,0.269,0.157
2013-01-06 22:00:00,0.265,0.265,0.265,0.113,0.216,0.155
2013-01-06 23:00:00,0.236,0.236,0.236,0.087,0.201,0.148
2013-01-07 00:00:00,0.19,0.19,0.19,0.058,0.163,0.144
2013-01-07 01:00:00,0.136,0.136,0.136,0.049,0.124,0.129
2013-01-07 02:00:00,0.093,0.093,0.093,0.027,0.083,0.105
2013-01-07 03:00:00,0.056,0.056,0.056,0.021,0.042,0.101
2013-01-07 04:00:00,0.032,0.032,0.032,0.033,0.032,0.109
2013-01-07 05:00:00,0.021,0.021,0.021,0.041,0.03,0.1
2013-01-07 06:00:00,0.01,0.01,0.01,0.07,0.021,0.078
2013-01-07 07:00:00,0.002,0.002,0.002,0.098,0.01,0.053
2013-01-07 08:00:00,0.0,0.0,0.0,0.089,0.006,0.042
2013-01-07 09:00:00,0.0,0.0,0.0,0.098,0.005,0.042
2013-01-07 10:00:00,0.0,0.0,0.0,0.108,0.001,0.045
2013-01-07 11:00:00,0.0,0.0,0.0,0.063,0.0,0.055
2013-01-07 12:00:00,0.0,0.0,0.0,0.101,0.0,0.068
2013-01-07 13:00:00,0.0,0.0,0.0,0.184,0.0,0.074
2013-01-07 14:00:00,0.0,0.0,0.0,0.222,0.0,0.07
2013-01-07 15:00:00,0.0,0.0,0.0,0.287,0.0,0.066
2013-01-07 16:00:00,0.0,0.0,0.0,0.309,0.0,0.08
2013-01-07 17:00:00,0.0,0.0,0.0,0.298,0.0,0.107
2013-01-07 18:00:00,0.004,0.004,0.004,0.349,0.0,0.138
2013-01-07 19:00:00,0.014,0.014,0.014,0.412,0.0,0.181
2013-01-07 20:00:00,0.041,0.041,0.041,0.466,0.0,0.23
2013-01-07 21:00:00,0.096,0.096,0.096,0.515,0.006,0.259
2013-01-07 22:00:00,0.123,0.123,0.123,0.493,0.023,0.302
2013-01-07 23:00:00,0.205,0.205,0.205,0.494,0.068,0.371
2013-01-08 00:00:00,0.265,0.265,0.265,0.532,0.119,0.433
2013-01-08 01:00:00,0.257,0.257,0.257,0.595,0.132,0.458
2013-01-08 02:00:00,0.284,0.284,0.284,0.592,0.151,0.49
2013-01-08 03:00:00,0.323,0.323,0.323,0.569,0.213,0.512
2013-01-08 04:00:00,0.362,0.362,0.362,0.502,0.289,0.53
2013-01-08 05:00:00,0.424,0.424,0.424,0.421,0.339,0.51
2013-01-08 06:00:00,0.449,0.449,0.449,0.366,0.462,0.463
2013-01-08 07:00:00,0.428,0.428,0.428,0.299,0.616,0.42
2013-01-08 08:00:00,0.473,0.473,0.473,0.252,0.684,0.42
2013-01-08 09:00:00,0.555,0.555,0.555,0.2,0.727,0.397
2013-01-08 10:00:00,0.521,0.521,0.521,0.154,0.782,0.336
2013-01-08 11:00:00,0.456,0.456,0.456,0.085,0.731,0.269
2013-01-08 12:00:00,0.371,0.371,0.371,0.063,0.667,0.225
2013-01-08 13:00:00,0.32,0.32,0.32,0.063,0.602,0.238
2013-01-08 14:00:00,0.342,0.342,0.342,0.07,0.638,0.249
2013-01-08 15:00:00,0.328,0.328,0.328,0.059,0.699,0.223
2013-01-08 16:00:00,0.261,0.261,0.261,0.043,0.636,0.18
2013-01-08 17:00:00,0.169,0.169,0.169,0.053,0.474,0.131
2013-01-08 18:00:00,0.108,0.108,0.108,0.078,0.354,0.114
2013-01-08 19:00:00,0.066,0.066,0.066,0.062,0.228,0.136
2013-01-08 20:00:00,0.054,0.054,0.054,0.055,0.152,0.149
2013-01-08 21:00:00,0.057,0.057,0.057,0.073,0.1,0.117
2013-01-08 22:00:00,0.073,0.073,0.073,0.112,0.06,0.084
2013-01-08 23:00:00,0.078,0.078,0.078,0.112,0.051,0.055
2013-01-09 00:00:00,0.07,0.07,0.07,0.119,0.023,0.064
2013-01-09 01:00:00,0.024,0.024,0.024,0.11,0.002,0.087
2013-01-09 02:00:00,0.023,0.023,0.023,0.111,0.0,0.085
2013-01-09 03:00:00,0.012,0.012,0.012,0.124,0.01,0.098
2013-01-09 04:00:00,0.002,0.002,0.002,0.121,0.017,0.126
2013-01-09 05:00:00,0.0,0.0,0.0,0.119,0.004,0.12
2013-01-09 06:00:00,0.002,0.002,0.002,0.143,0.008,0.115
2013-01-09 07:00:00,0.009,0.009,0.009,0.219,0.034,0.126
2013-01-09 08:00:00,0.061,0.061,0.061,0.298,0.043,0.154
2013-01-09 09:00:00,0.124,0.124,0.124,0.359,0.086,0.172
2013-01-09 10:00:00,0.188,0.188,0.188,0.431,0.239,0.232
2013-01-09 11:00:00,0.317,0.317,0.317,0.474,0.254,0.311
2013-01-09 12:00:00,0.432,0.432,0.432,0.486,0.41,0.328
2013-01-09 13:00:00,0.434,0.434,0.434,0.474,0.53,0.32
2013-01-09 14:00:00,0.418,0.418,0.418,0.498,0.502,0.326
2013-01-09 15:00:00,0.418,0.418,0.418,0.521,0.466,0.369
2013-01-09 16:00:00,0.482,0.482,0.482,0.497,0.506,0.447
2013-01-09 17:00:00,0.611,0.611,0.611,0.469,0.551,0.519
2013-01-09 18:00:00,0.743,0.743,0.743,0.474,0.696,0.583
2013-01-09 19:00:00,0.837,0.837,0.837,0.527,0.703,0.649
2013-01-09 20:00:00,0.86,0.86,0.86,0.571,0.709,0.678
2013-01-09 21:00:00,0.839,0.839,0.839,0.616,0.743,0.637
2013-01-09 22:00:00,0.77,0.77,0.77,0.637,0.776,0.549
2013-01-09 23:00:00,0.554,0.554,0.554,0.65,0.679,0.431
2013-01-10 00:00:00,0.494,0.494,0.494,0.57,0.662,0.394
2013-01-10 01:00:00,0.329,0.329,0.329,0.547,0.521,0.372
2013-01-10 02:00:00,0.172,0.172,0.172,0.525,0.337,0.389
2013-01-10 03:00:00,0.044,0.044,0.044,0.512,0.161,0.515
2013-01-10 04:00:00,0.029,0.029,0.029,0.386,0.045,0.755
2013-01-10 05:00:00,0.306,0.306,0.306,0.31,0.0,0.858
2013-01-10 06:00:00,0.806,0.806,0.806,0.318,0.054,0.869
2013-01-10 07:00:00,0.929,0.929,0.929,0.415,0.288,0.9
2013-01-10 08:00:00,0.949,0.949,0.949,0.519,0.55,0.897
2013-01-10 09:00:00,0.95,0.95,0.95,0.578,0.743,0.889
2013-01-10 10:00:00,0.95,0.95,0.95,0.608,0.883,0.881
2013-01-10 11:00:00,0.95,0.95,0.95,0.72,0.948,0.866
2013-01-10 12:00:00,0.95,0.95,0.95,0.679,0.95,0.892
2013-01-10 13:00:00,0.95,0.95,0.95,0.612,0.95,0.881
2013-01-10 14:00:00,0.95,0.95,0.95,0.573,0.95,0.851
2013-01-10 15:00:00,0.948,0.948,0.948,0.547,0.95,0.841
2013-01-10 16:00:00,0.946,0.946,0.946,0.54,0.95,0.835
2013-01-10 17:00:00,0.945,0.945,0.945,0.602,0.95,0.839
2013-01-10 18:00:00,0.943,0.943,0.943,0.634,0.95,0.85
2013-01-10 19:00:00,0.934,0.934,0.934,0.594,0.95,0.858
2013-01-10 20:00:00,0.927,0.927,0.927,0.542,0.95,0.858
2013-01-10 21:00:00,0.91,0.91,0.91,0.506,0.95,0.854
2013-01-10 22:00:00,0.876,0.876,0.876,0.488,0.95,0.852
2013-01-10 23:00:00,0.927,0.927,0.927,0.404,0.95,0.828
2013-01-11 00:00:00,0.903,0.903,0.903,0.354,0.95,0.819
2013-01-11 01:00:00,0.889,0.889,0.889,0.307,0.95,0.823
2013-01-11 02:00:00,0.872,0.872,0.872,0.282,0.95,0.831
2013-01-11 03:00:00,0.873,0.873,0.873,0.277,0.949,0.838
2013-01-11 04:00:00,0.88,0.88,0.88,0.256,0.947,0.841
2013-01-11 05:00:00,0.881,0.881,0.881,0.221,0.931,0.844
2013-01-11 06:00:00,0.894,0.894,0.894,0.189,0.872,0.849
2013-01-11 07:00:00,0.899,0.899,0.899,0.178,0.808,0.856
2013-01-11 08:00:00,0.916,0.916,0.916,0.185,0.798,0.859
2013-01-11 09:00:00,0.908,0.908,0.908,0.179,0.811,0.854
2013-01-11 10:00:00,0.893,0.893,0.893,0.174,0.778,0.846
2013-01-11 11:00:00,0.882,0.882,0.882,0.131,0.641,0.829
2013-01-11 12:00:00,0.85,0.85,0.85,0.111,0.65,0.826
2013-01-11 13:00:00,0.836,0.836,0.836,0.084,0.723,0.817
2013-01-11 14:00:00,0.834,0.834,0.834,0.072,0.781,0.811
2013-01-11 15:00:00,0.845,0.845,0.845,0.082,0.836,0.799
2013-01-11 16:00:00,0.872,0.872,0.872,0.095,0.87,0.769
2013-01-11 17:00:00,0.878,0.878,0.878,0.109,0.882,0.732
2013-01-11 18:00:00,0.882,0.882,0.882,0.128,0.889,0.709
2013-01-11 19:00:00,0.874,0.874,0.874,0.147,0.884,0.702
2013-01-11 20:00:00,0.87,0.87,0.87,0.151,0.872,0.693
2013-01-11 21:00:00,0.859,0.859,0.859,0.153,0.87,0.683
2013-01-11 22:00:00,0.857,0.857,0.857,0.146,0.858,0.678
2013-01-11 23:00:00,0.875,0.875,0.875,0.176,0.893,0.671
2013-01-12 00:00:00,0.898,0.898,0.898,0.161,0.901,0.649
2013-01-12 01:00:00,0.899,0.899,0.899,0.151,0.91,0.632
2013-01-12 02:00:00,0.894,0.894,0.894,0.138,0.911,0.622
2013-01-12 03:00:00,0.892,0.892,0.892,0.142,0.89,0.615
2013-01-12 04:00:00,0.862,0.862,0.862,0.153,0.849,0.598
2013-01-12 05:00:00,0.839,0.839,0.839,0.173,0.807,0.583
2013-01-12 06:00:00,0.804,0.804,0.804,0.189,0.746,0.566
2013-01-12 07:00:00,0.763,0.763,0.763,0.197,0.696,0.554
2013-01-12 08:00:00,0.743,0.743,0.743,0.2,0.663,0.544
2013-01-12 09:00:00,0.735,0.735,0.735,0.201,0.619,0.536
2013-01-12 10:00:00,0.723,0.723,0.723,0.196,0.582,0.524
2013-01-12 11:00:00,0.688,0.688,0.688,0.128,0.538,0.482
2013-01-12 12:00:00,0.609,0.609,0.609,0.109,0.495,0.43
2013-01-12 13:00:00,0.551,0.551,0.551,0.098,0.433,0.389
2013-01-12 14:00:00,0.47,0.47,0.47,0.093,0.357,0.356
2013-01-12 15:00:00,0.394,0.394,0.394,0.096,0.334,0.334
2013-01-12 16:00:00,0.345,0.345,0.345,0.11,0.343,0.319
2013-01-12 17:00:00,0.317,0.317,0.317,0.144,0.343,0.315
2013-01-12 18:00:00,0.294,0.294,0.294,0.182,0.328,0.297
2013-01-12 19:00:00,0.275,0.275,0.275,0.206,0.306,0.269
2013-01-12 20:00:00,0.262,0.262,0.262,0.212,0.28,0.255
2013-01-12 21:00:00,0.255,0.255,0.255,0.214,0.224,0.248
2013-01-12 22:00:00,0.278,0.278,0.278,0.216,0.176,0.231
2013-01-12 23:00:00,0.314,0.314,0.314,0.238,0.149,0.216
2013-01-13 00:00:00,0.322,0.322,0.322,0.236,0.125,0.204
2013-01-13 01:00:00,0.338,0.338,0.338,0.229,0.132,0.195
2013-01-13 02:00:00,0.364,0.364,0.364,0.202,0.132,0.187
2013-01-13 03:00:00,0.384,0.384,0.384,0.187,0.131,0.196
2013-01-13 04:00:00,0.371,0.371,0.371,0.19,0.104,0.198
2013-01-13 05:00:00,0.336,0.336,0.336,0.182,0.084,0.191
2013-01-13 06:00:00,0.317,0.317,0.317,0.195,0.081,0.19
2013-01-13 07:00:00,0.317,0.317,0.317,0.215,0.09,0.201
2013-01-13 08:00:00,0.322,0.322,0.322,0.226,0.101,0.227
2013-01-13 09:00:00,0.321,0.321,0.321,0.231,0.102,0.245
2013-01-13 10:00:00,0.319,0.319,0.319,0.235,0.097,0.24
2013-01-13 11:00:00,0.4,0.4,0.4,0.238,0.134,0.243
2013-01-13 12:00:00,0.356,0.356,0.356,0.227,0.097,0.226
2013-01-13 13:00:00,0.307,0.307,0.307,0.206,0.071,0.21
2013-01-13 14:00:00,0.283,0.283,0.283,0.2,0.069,0.19
2013-01-13 15:00:00,0.269,0.269,0.269,0.206,0.055,0.187
2013-01-13 16:00:00,0.258,0.258,0.258,0.219,0.036,0.197
2013-01-13 17:00:00,0.233,0.233,0.233,0.222,0.027,0.2
2013-01-13 18:00:00,0.209,0.209,0.209,0.229,0.032,0.186
2013-01-13 19:00:00,0.21,0.21,0.21,0.244,0.044,0.181
2013-01-13 20:00:00,0.243,0.243,0.243,0.253,0.044,0.188
2013-01-13 21:00:00,0.272,0.272,0.272,0.259,0.046,0.203
2013-01-13 22:00:00,0.284,0.284,0.284,0.27,0.047,0.213
2013-01-13 23:00:00,0.421,0.421,0.421,0.279,0.064,0.295
2013-01-14 00:00:00,0.383,0.383,0.383,0.273,0.076,0.289
2013-01-14 01:00:00,0.379,0.379,0.379,0.232,0.076,0.27
2013-01-14 02:00:00,0.365,0.365,0.365,0.187,0.084,0.28
2013-01-14 03:00:00,0.344,0.344,0.344,0.17,0.106,0.296
2013-01-14 04:00:00,0.328,0.328,0.328,0.172,0.125,0.301
2013-01-14 05:00:00,0.317,0.317,0.317,0.195,0.131,0.291
2013-01-14 06:00:00,0.316,0.316,0.316,0.212,0.15,0.299
2013-01-14 07:00:00,0.331,0.331,0.331,0.22,0.192,0.306
2013-01-14 08:00:00,0.327,0.327,0.327,0.208,0.236,0.299
2013-01-14 09:00:00,0.303,0.303,0.303,0.184,0.275,0.287
2013-01-14 10:00:00,0.292,0.292,0.292,0.166,0.289,0.263
2013-01-14 11:00:00,0.376,0.376,0.376,0.208,0.382,0.286
2013-01-14 12:00:00,0.402,0.402,0.402,0.205,0.395,0.291
2013-01-14 13:00:00,0.433,0.433,0.433,0.231,0.398,0.304
2013-01-14 14:00:00,0.436,0.436,0.436,0.244,0.397,0.311
2013-01-14 15:00:00,0.494,0.494,0.494,0.256,0.457,0.337
2013-01-14 16:00:00,0.588,0.588,0.588,0.273,0.503,0.388
2013-01-14 17:00:00,0.678,0.678,0.678,0.264,0.593,0.445
2013-01-14 18:00:00,0.751,0.751,0.751,0.259,0.705,0.479
2013-01-14 19:00:00,0.784,0.784,0.784,0.244,0.818,0.499
2013-01-14 20:00:00,0.884,0.884,0.884,0.24,0.844,0.538
2013-01-14 21:00:00,0.916,0.916,0.916,0.21,0.881,0.552
2013-01-14 22:00:00,0.9,0.9,0.9,0.147,0.934,0.518
2013-01-14 23:00:00,0.821,0.821,0.821,0.115,0.912,0.478
2013-01-15 00:00:00,0.623,0.623,0.623,0.081,0.916,0.341
2013-01-15 01:00:00,0.41,0.41,0.41,0.063,0.91,0.22
2013-01-15 02:00:00,0.229,0.229,0.229,0.05,0.817,0.132
2013-01-15 03:00:00,0.138,0.138,0.138,0.034,0.665,0.082
2013-01-15 04:00:00,0.12,0.12,0.12,0.027,0.527,0.07
2013-01-15 05:00:00,0.116,0.116,0.116,0.02,0.387,0.068
2013-01-15 06:00:00,0.109,0.109,0.109,0.02,0.288,0.061
2013-01-15 07:00:00,0.122,0.122,0.122,0.019,0.22,0.063
2013-01-15 08:00:00,0.157,0.157,0.157,0.022,0.191,0.084
2013-01-15 09:00:00,0.184,0.184,0.184,0.028,0.208,0.11
2013-01-15 10:00:00,0.192,0.192,0.192,0.042,0.197,0.133
2013-01-15 11:00:00,0.242,0.242,0.242,0.048,0.219,0.212
2013-01-15 12:00:00,0.29,0.29,0.29,0.044,0.169,0.239
2013-01-15 13:00:00,0.282,0.282,0.282,0.052,0.171,0.225
2013-01-15 14:00:00,0.244,0.244,0.244,0.065,0.127,0.19
2013-01-15 15:00:00,0.198,0.198,0.198,0.057,0.081,0.163
2013-01-15 16:00:00,0.144,0.144,0.144,0.045,0.051,0.136
2013-01-15 17:00:00,0.096,0.096,0.096,0.041,0.043,0.11
2013-01-15 18:00:00,0.059,0.059,0.059,0.041,0.058,0.095
2013-01-15 19:00:00,0.042,0.042,0.042,0.04,0.074,0.101
2013-01-15 20:00:00,0.029,0.029,0.029,0.042,0.066,0.114
2013-01-15 21:00:00,0.019,0.019,0.019,0.045,0.054,0.12
2013-01-15 22:00:00,0.009,0.009,0.009,0.05,0.038,0.115
2013-01-15 23:00:00,0.005,0.005,0.005,0.041,0.03,0.111
2013-01-16 00:00:00,0.0,0.0,0.0,0.039,0.017,0.108
2013-01-16 01:00:00,0.0,0.0,0.0,0.029,0.007,0.104
2013-01-16 02:00:00,0.0,0.0,0.0,0.022,0.001,0.104
2013-01-16 03:00:00,0.0,0.0,0.0,0.023,0.0,0.109
2013-01-16 04:00:00,0.0,0.0,0.0,0.028,0.002,0.109
2013-01-16 05:00:00,0.0,0.0,0.0,0.029,0.015,0.114
2013-01-16 06:00:00,0.001,0.001,0.001,0.034,0.029,0.115
2013-01-16 07:00:00,0.002,0.002,0.002,0.045,0.031,0.117
2013-01-16 08:00:00,0.014,0.014,0.014,0.056,0.024,0.119
2013-01-16 09:00:00,0.039,0.039,0.039,0.065,0.056,0.119
2013-01-16 10:00:00,0.063,0.063,0.063,0.065,0.108,0.114
2013-01-16 11:00:00,0.132,0.132,0.132,0.059,0.147,0.139
2013-01-16 12:00:00,0.18,0.18,0.18,0.074,0.158,0.158
2013-01-16 13:00:00,0.211,0.211,0.211,0.081,0.178,0.185
2013-01-16 14:00:00,0.255,0.255,0.255,0.081,0.195,0.222
2013-01-16 15:00:00,0.311,0.311,0.311,0.095,0.222,0.261
